0,1,2
3673,11,690752
3674,12,2230828
3675,13,2230839
3676,14,707397
3677,15,706948
3678,16,2936423
3679,17,2937313
3680,1,2960832
3681,2,695916
3682,3,2245678
3683,4,712057
3684,5,3656512
3685,6,2957054
3686,8,2960859
3687,9,2961295
3688,10,695920
3689,11,695464
3690,12,2245680
3691,13,2245679
3692,14,712065
3693,15,711636
3694,16,2956225
3695,17,2957105
3696,1,2981218
3697,2,700798
3698,3,2259406
3699,4,716196
3700,5,3681848
3701,6,2974566
3702,8,2981325
3703,9,2981741
3704,10,700804
3705,11,700352
3706,12,2259422
3707,13,2259411
3708,14,716205
3709,15,715762
3710,16,2973687
3711,17,2974593
3712,1,3001338
3713,2,705608
3714,3,2274192
3715,4,720908
3716,5,3706917
3717,6,2994402
3718,8,3001561
3719,9,3001998
3720,10,705615
3721,11,705165
3722,12,2274202
3723,13,2274199
3724,14,720910
3725,15,720473
3726,16,2993572
3727,17,2994430
3728,1,3021457
3729,2,710369
3730,3,2289508
3731,4,725656
3732,5,3731577
3733,6,3014453
3734,8,3021466
3735,9,3021898
3736,10,710375
3737,11,709923
3738,12,2289507
3739,13,2289540
3740,14,725654
3741,15,725215
3742,16,3013638
3743,17,3014501
3744,1,3042066
3745,2,715308
3746,3,2305253
3747,4,730578
3748,5,3757178
3749,6,3035127
3750,8,3042133
3751,9,3042563
3752,10,715312
3753,11,714860
3754,12,2305253
3755,13,2305256
3756,14,730576
3757,15,730131
3758,16,3034271
3759,17,3035121
3760,1,3062178
3761,2,720134
3762,3,2320735
3763,4,735390
3764,5,3782250
3765,6,3055419
3766,8,3062369
3767,9,3062807
3768,10,720138
3769,11,719686
3770,12,2320739
3771,13,2320740
3772,14,735392
3773,15,734945
3774,16,3054567
3775,17,3055435
3776,1,3082646
3777,2,724970
3778,3,2336429
3779,4,740270
3780,5,3807344
3781,6,3075989
3782,8,3082651
3783,9,3083075
3784,10,724972
3785,11,724516
3786,12,2336427
3787,13,2336426
3788,14,740268
3789,15,739819
3790,16,3075127
3791,17,3075985
3792,1,3102828
3793,2,729802
3794,3,2351711
3795,4,745034
3796,5,3832392
3797,6,3096037
3798,8,3102851
3799,9,3103281
3800,10,729806
3801,11,729350
3802,12,2351709
3803,13,2351706
3804,14,745034
3805,15,744587
3806,16,3095191
3807,17,3096049
3808,1,3123596
3809,2,734756
3810,3,2367695
3811,4,749998
3812,5,3858242
3813,6,3117031
3814,8,3123739
3815,9,3124173
3816,10,734762
3817,11,734306
3818,12,2367699
3819,13,2367698
3820,14,750008
3821,15,749557
3822,16,3116179
3823,17,3117033
3824,1,3144224
3825,2,739648
3826,3,2383819
3827,4,755034
3828,5,3883605
3829,6,3138159
3830,8,3144218
3831,9,3144642
3832,10,739653
3833,11,739199
3834,12,2383837
3835,13,2383851
3836,14,755039
3837,15,754595
3838,16,3137351
3839,17,3138179
3840,1,3164223
3841,2,744435
3842,3,2398835
3843,4,759644
3844,5,3908415
3845,6,3157635
3846,8,3164248
3847,9,3164680
3848,10,744439
3849,11,743985
3850,12,2398837
3851,13,2398836
3852,14,759652
3853,15,759211
3854,16,3156788
3855,17,3157661
3856,1,3185315
3857,2,749458
3858,3,2414724
3859,4,764621
3860,5,3934555
3861,6,3178645
3862,8,3185382
3863,9,3185798
3864,10,749459
3865,11,749007
3866,12,2414740
3867,13,2414734
3868,14,764628
3869,15,764181
3870,16,3177811
3871,17,3178677
3872,1,3205687
3873,2,754303
3874,3,2430780
3875,4,769607
3876,5,3959727
3877,6,3199689
3878,8,3205688
3879,9,3206112
3880,10,754307
3881,11,753859
3882,12,2430780
3883,13,2430792
3884,14,769608
3885,15,769171
3886,16,3198841
3887,17,3199697
3888,1,3225769
3889,2,759099
3890,3,2445700
3891,4,774247
3892,5,3984611
3893,6,3219241
3894,8,3225774
3895,9,3226198
3896,10,759103
3897,11,758655
3898,12,2445698
3899,13,2445692
3900,14,774250
3901,15,773807
3902,16,3218385
3903,17,3219251
3904,1,3246597
3905,2,764059
3906,3,2461616
3907,4,779191
3908,5,4010449
3909,6,3240111
3910,8,3246648
3911,9,3247080
3912,10,764067
3913,11,763617
3914,12,2461612
3915,13,2461616
3916,14,779192
3917,15,778751
3918,16,3239249
3919,17,3240089
3920,1,3267113
3921,2,768965
3922,3,2477802
3923,4,784241
3924,5,4035841
3925,6,3261315
3926,8,3267118
3927,9,3267548
3928,10,768969
3929,11,768519
3930,12,2477798
3931,13,2477804
3932,14,784238
3933,15,783791
3934,16,3260489
3935,17,3261329
3936,1,3287195
3937,2,773757
3938,3,2492690
3939,4,788869
3940,5,4060679
3941,6,3280843
3942,8,3287200
3943,9,3287632
3944,10,773759
3945,11,773305
3946,12,2492686
3947,13,2492684
3948,14,788872
3949,15,788423
3950,16,3279987
3951,17,3280855
3952,1,3307721
3953,2,778693
3954,3,2508472
3955,4,793778
3956,5,4086309
3957,6,3301543
3958,8,3307874
3959,9,3308315
3960,10,778697
3961,11,778241
3962,12,2508470
3963,13,2508472
3964,14,793779
3965,15,793336
3966,16,3300700
3967,17,3301549
3968,1,3328155
3969,2,783516
3970,3,2524224
3971,4,798690
3972,5,4111412
3973,6,3322211
3974,8,3328144
3975,9,3328580
3976,10,783518
3977,11,783072
3978,12,2524237
3979,13,2524248
3980,14,798697
3981,15,798255
3982,16,3321388
3983,17,3322267
3984,1,3348230
3985,2,788345
3986,3,2540617
3987,4,803706
3988,5,4136403
3989,6,3343325
3990,8,3348341
3991,9,3348761
3992,10,788349
3993,11,787895
3994,12,2540610
3995,13,2540612
3996,14,803704
3997,15,803263
3998,16,3342489
3999,17,3343383
4000,1,3368494
4001,2,793177
4002,3,2554923
4003,4,808212
4004,5,4161489
4005,6,3362395
4006,8,3368589
4007,9,3369017
4008,10,793181
4009,11,792727
4010,12,2554918
4011,13,2554918
4012,14,808212
4013,15,807767
4014,16,3361527
4015,17,3362397
4016,1,3389146
4017,2,798141
4018,3,2570951
4019,4,813140
4020,5,4187307
4021,6,3383231
4022,8,3389437
4023,9,3389877
4024,10,798145
4025,11,797689
4026,12,2570950
4027,13,2570946
4028,14,813142
4029,15,812695
4030,16,3382433
4031,17,3383277
4032,1,3409492
4033,2,802965
4034,3,2586349
4035,4,817948
4036,5,4212277
4037,6,3403581
4038,8,3409563
4039,9,3410003
4040,10,802973
4041,11,802515
4042,12,2586344
4043,13,2586348
4044,14,817950
4045,15,817509
4046,16,3402749
4047,17,3403677
4048,1,3429800
4049,2,807805
4050,3,2602475
4051,4,822934
4052,5,4237391
4053,6,3424555
4054,8,3429857
4055,9,3430285
4056,10,807811
4057,11,807359
4058,12,2602470
4059,13,2602470
4060,14,822936
4061,15,822499
4062,16,3423717
4063,17,3424621
4064,1,3450021
4065,2,812703
4066,3,2617798
4067,4,827738
4068,5,4262808
4069,6,3444857
4070,8,3450371
4071,9,3450800
4072,10,812710
4073,11,812255
4074,12,2617810
4075,13,2617818
4076,14,827740
4077,15,827296
4078,16,3444042
4079,17,3444917
4080,1,3470104
4081,2,817406
4082,3,2632940
4083,4,832427
4084,5,4287341
4085,6,3464626
4086,8,3470207
4087,9,3470645
4088,10,817412
4089,11,816957
4090,12,2632946
4091,13,2632949
4092,14,832435
4093,15,831989
4094,16,3463803
4095,17,3464686
4096,1,3490187
4097,2,822193
4098,3,2648169
4099,4,837173
4100,5,4312188
4101,6,3484579
4102,8,3490266
4103,9,3490680
4104,10,822197
4105,11,821746
4106,12,2648170
4107,13,2648158
4108,14,837168
4109,15,836719
4110,16,3483777
4111,17,3484647
4112,1,3510742
4113,2,827114
4114,3,2663931
4115,4,842008
4116,5,4337749
4117,6,3504985
4118,8,3510913
4119,9,3511347
4120,10,827116
4121,11,826661
4122,12,2663926
4123,13,2663934
4124,14,842012
4125,15,841567
4126,16,3504155
4127,17,3505047
4128,1,3530924
4129,2,831966
4130,3,2679495
4131,4,846842
4132,5,4362945
4133,6,3525371
4134,8,3531279
4135,9,3531707
4136,10,831974
4137,11,831519
4138,12,2679522
4139,13,2679522
4140,14,846858
4141,15,846407
4142,16,3524541
4143,17,3525417
4144,1,3551166
4145,2,836738
4146,3,2695217
4147,4,851802
4148,5,4387677
4149,6,3546261
4150,8,3551205
4151,9,3551627
4152,10,836740
4153,11,836287
4154,12,2695222
4155,13,2695236
4156,14,851810
4157,15,851361
4158,16,3545435
4159,17,3546305
4160,1,3571628
4161,2,841622
4162,3,2710127
4163,4,856456
4164,5,4413049
4165,6,3565865
4166,8,3571653
4167,9,3572095
4168,10,841628
4169,11,841173
4170,12,2710146
4171,13,2710150
4172,14,856456
4173,15,856013
4174,16,3565059
4175,17,3565903
4176,1,3592070
4177,2,846546
4178,3,2725903
4179,4,861364
4180,5,4438595
4181,6,3586533
4182,8,3592317
4183,9,3592729
4184,10,846548
4185,11,846097
4186,12,2725900
4187,13,2725898
4188,14,861358
4189,15,860913
4190,16,3585687
4191,17,3586555
4192,1,3612186
4193,2,851327
4194,3,2742649
4195,4,866478
4196,5,4463418
4197,6,3608083
4198,8,3612359
4199,9,3612798
4200,10,851331
4201,11,850882
4202,12,2742646
4203,13,2742644
4204,14,866490
4205,15,866043
4206,16,3607288
4207,17,3608139
4208,1,3632321
4209,2,856102
4210,3,2757941
4211,4,871302
4212,5,4488220
4213,6,3628447
4214,8,3632390
4215,9,3632834
4216,10,856105
4217,11,855652
4218,12,2757941
4219,13,2757940
4220,14,871305
4221,15,870866
4222,16,3627618
4223,17,3628506
4224,1,3652479
4225,2,860898
4226,3,2772568
4227,4,875822
4228,5,4513259
4229,6,3647601
4230,8,3652640
4231,9,3653078
4232,10,860899
4233,11,860448
4234,12,2772567
4235,13,2772590
4236,14,875830
4237,15,875385
4238,16,3646759
4239,17,3647611
4240,1,3673248
4241,2,865847
4242,3,2788346
4243,4,880758
4244,5,4539055
4245,6,3668379
4246,8,3673461
4247,9,3673891
4248,10,865852
4249,11,865399
4250,12,2788363
4251,13,2788362
4252,14,880762
4253,15,880315
4254,16,3667563
4255,17,3668429
4256,1,3693464
4257,2,870653
4258,3,2804288
4259,4,885664
4260,5,4563897
4261,6,3689105
4262,8,3693505
4263,9,3693949
4264,10,870658
4265,11,870205
4266,12,2804299
4267,13,2804294
4268,14,885682
4269,15,885235
4270,16,3688315
4271,17,3689193
4272,1,3713816
4273,2,875509
4274,3,2819076
4275,4,890272
4276,5,4589115
4277,6,3708511
4278,8,3713899
4279,9,3714329
4280,10,875512
4281,11,875057
4282,12,2819071
4283,13,2819068
4284,14,890272
4285,15,889837
4286,16,3707687
4287,17,3708509
4288,1,3734024
4289,2,880371
4290,3,2834522
4291,4,895102
4292,5,4614395
4293,6,3728897
4294,8,3734291
4295,9,3734729
4296,10,880374
4297,11,879925
4298,12,2834519
4299,13,2834544
4300,14,895104
4301,15,894667
4302,16,3728093
4303,17,3728959
4304,1,3754842
4305,2,885277
4306,3,2850477
4307,4,899978
4308,5,4639868
4309,6,3749579
4310,8,3754855
4311,9,3755303
4312,10,885282
4313,11,884839
4314,12,2850471
4315,13,2850468
4316,14,899978
4317,15,899529
4318,16,3748957
4319,17,3749773
4320,1,3775238
4321,2,890132
4322,3,2865817
4323,4,904810
4324,5,4665112
4325,6,3769896
4326,8,3775277
4327,9,3775699
4328,10,890139
4329,11,889682
4330,12,2865822
4331,13,2865814
4332,14,904812
4333,15,904364
4334,16,3769044
4335,17,3769912
4336,1,3795564
4337,2,894994
4338,3,2881440
4339,4,909691
4340,5,4690494
4341,6,3790401
4342,8,3795767
4343,9,3796197
4344,10,894999
4345,11,894544
4346,12,2881441
4347,13,2881440
4348,14,909694
4349,15,909249
4350,16,3789557
4351,17,3790411
4352,1,3815891
4353,2,899801
4354,3,2897370
4355,4,914638
4356,5,4715415
4357,6,3811279
4358,8,3815890
4359,9,3816322
4360,10,899802
4361,11,899349
4362,12,2897375
4363,13,2897368
4364,14,914648
4365,15,914195
4366,16,3810423
4367,17,3811331
4368,1,3836041
4369,2,904633
4370,3,2912984
4371,4,919476
4372,5,4740443
4373,6,3831681
4374,8,3836102
4375,9,3836536
4376,10,904632
4377,11,904179
4378,12,2913017
4379,13,2913012
4380,14,919476
4381,15,919037
4382,16,3830839
4383,17,3831725
4384,1,3856489
4385,2,909527
4386,3,2928024
4387,4,924158
4388,5,4765905
4389,6,3851457
4390,8,3856644
4391,9,3857084
4392,10,909534
4393,11,909081
4394,12,2928031
4395,13,2928046
4396,14,924160
4397,15,923715
4398,16,3850639
4399,17,3851481
4400,1,3877219
4401,2,914449
4402,3,2944198
4403,4,929194
4404,5,4791529
4405,6,3872663
4406,8,3877366
4407,9,3877786
4408,10,914452
4409,11,913999
4410,12,2944205
4411,13,2944214
4412,14,929198
4413,15,928751
4414,16,3871845
4415,17,3872701
4416,1,3897505
4417,2,919295
4418,3,2959990
4419,4,934100
4420,5,4816607
4421,6,3893355
4422,8,3897618
4423,9,3898034
4424,10,919296
4425,11,918843
4426,12,2959997
4427,13,2959996
4428,14,934104
4429,15,933663
4430,16,3892523
4431,17,3893393
4432,1,3917743
4433,2,924091
4434,3,2974740
4435,4,938676
4436,5,4841583
4437,6,3912683
4438,8,3917780
4439,9,3918214
4440,10,924094
4441,11,923639
4442,12,2974741
4443,13,2974738
4444,14,938676
4445,15,938229
4446,16,3911833
4447,17,3912703
4448,1,3938031
4449,2,928999
4450,3,2990494
4451,4,943546
4452,5,4867053
4453,6,3933317
4454,8,3938328
4455,9,3938766
4456,10,929004
4457,11,928559
4458,12,2990495
4459,13,2990486
4460,14,943558
4461,15,943127
4462,16,3932511
4463,17,3933381
4464,1,3957713
4465,2,933639
4466,3,3006076
4467,4,948380
4468,5,4891079
4469,6,3953587
4470,8,3957714
4471,9,3958146
4472,10,933640
4473,11,933187
4474,12,3006067
4475,13,3006064
4476,14,948382
4477,15,947941
4478,16,3952777
4479,17,3953631
4480,1,3977793
4481,2,938453
4482,3,3021400
4483,4,953164
4484,5,4916053
4485,6,3973811
4486,8,3977898
4487,9,3978330
4488,10,938458
4489,11,938007
4490,12,3021425
4491,13,3021426
4492,14,953182
4493,15,952739
4494,16,3972951
4495,17,3973819
4496,1,3997811
4497,2,943245
4498,3,3036084
4499,4,957750
4500,5,4940931
4501,6,3993109
4502,8,3997974
4503,9,3998398
4504,10,943248
4505,11,942793
4506,12,3036085
4507,13,3036082
4508,14,957742
4509,15,957305
4510,16,3992263
4511,17,3993127
4512,1,4017865
4513,2,948031
4514,3,3051482
4515,4,962560
4516,5,4965915
4517,6,4013323
4518,8,4018160
4519,9,4018596
4520,10,948038
4521,11,947581
4522,12,3051477
4523,13,3051480
4524,14,962562
4525,15,962113
4526,16,4012457
4527,17,4013371
4528,1,4038033
4529,2,952755
4530,3,3067134
4531,4,967414
4532,5,4990513
4533,6,4033815
4534,8,4038050
4535,9,4038480
4536,10,952760
4537,11,952305
4538,12,3067157
4539,13,3067126
4540,14,967420
4541,15,966973
4542,16,4032961
4543,17,4033875
4544,1,4058197
4545,2,957569
4546,3,3082614
4547,4,972138
4548,5,5015553
4549,6,4053787
4550,8,4058274
4551,9,4058706
4552,10,957574
4553,11,957125
4554,12,3082625
4555,13,3082622
4556,14,972148
4557,15,971703
4558,16,4052961
4559,17,4053829
4560,1,4078319
4561,2,962395
4562,3,3097584
4563,4,976884
4564,5,5040613
4565,6,4073741
4566,8,4078506
4567,9,4078944
4568,10,962400
4569,11,961945
4570,12,3097585
4571,13,3097568
4572,14,976888
4573,15,976451
4574,16,4072881
4575,17,4073745
4576,1,4098895
4577,2,967337
4578,3,3113524
4579,4,981826
4580,5,5066301
4581,6,4094601
4582,8,4099256
4583,9,4099690
4584,10,967342
4585,11,966887
4586,12,3113521
4587,13,3113538
4588,14,981834
4589,15,981391
4590,16,4093803
4591,17,4094665
4592,1,4118889
4593,2,971997
4594,3,3129084
4595,4,986588
4596,5,5090641
4597,6,4114789
4598,8,4118936
4599,9,4119354
4600,10,972000
4601,11,971551
4602,12,3129081
4603,13,3129080
4604,14,986594
4605,15,986153
4606,16,4113999
4607,17,4114829
4608,1,4138957
4609,2,976811
4610,3,3143910
4611,4,991254
4612,5,5115621
4613,6,4134431
4614,8,4139084
4615,9,4139532
4616,10,976812
4617,11,976361
4618,12,3143921
4619,13,3143918
4620,14,991256
4621,15,990809
4622,16,4133591
4623,17,4134455
4624,1,4159209
4625,2,981629
4626,3,3159416
4627,4,996074
4628,5,5140751
4629,6,4154737
4630,8,4159412
4631,9,4159852
4632,10,981634
4633,11,981179
4634,12,3159481
4635,13,3159484
4636,14,996074
4637,15,995633
4638,16,4153887
4639,17,4154753
4640,1,4179253
4641,2,986409
4642,3,3174930
4643,4,1000898
4644,5,5165627
4645,6,4175083
4646,8,4179496
4647,9,4179920
4648,10,986412
4649,11,985961
4650,12,3174927
4651,13,3174978
4652,14,1000912
4653,15,1000463
4654,16,4174309
4655,17,4175171
4656,1,4199525
4657,2,991227
4658,3,3190496
4659,4,1005738
4660,5,5190557
4661,6,4195531
4662,8,4199604
4663,9,4200040
4664,10,991232
4665,11,990773
4666,12,3190539
4667,13,3190528
4668,14,1005752
4669,15,1005309
4670,16,4194699
4671,17,4195569
4672,1,4219701
4673,2,996023
4674,3,3205524
4675,4,1010428
4676,5,5215541
4677,6,4215229
4678,8,4219782
4679,9,4220202
4680,10,996026
4681,11,995573
4682,12,3205523
4683,13,3205522
4684,14,1010424
4685,15,1009977
4686,16,4214397
4687,17,4215251
4688,1,4240055
4689,2,1000945
4690,3,3221286
4691,4,1015312
4692,5,5241045
4693,6,4235897
4694,8,4240390
4695,9,4240834
4696,10,1000950
4697,11,1000497
4698,12,3221297
4699,13,3221300
4700,14,1015314
4701,15,1014877
4702,16,4235061
4703,17,4235919
4704,1,4260457
4705,2,1005733
4706,3,3237020
4707,4,1020204
4708,5,5265953
4709,6,4256495
4710,8,4260502
4711,9,4260936
4712,10,1005736
4713,11,1005285
4714,12,3237053
4715,13,3237050
4716,14,1020222
4717,15,1019767
4718,16,4255703
4719,17,4256541
4720,1,4280769
4721,2,1010597
4722,3,3253198
4723,4,1025148
4724,5,5291285
4725,6,4277371
4726,8,4280968
4727,9,4281412
4728,10,1010594
4729,11,1010141
4730,12,3253177
4731,13,3253190
4732,14,1025160
4733,15,1024719
4734,16,4276579
4735,17,4277435
4736,1,4300983
4737,2,1015433
4738,3,3267828
4739,4,1029762
4740,5,5316389
4741,6,4296849
4742,8,4301236
4743,9,4301668
4744,10,1015436
4745,11,1014983
4746,12,3267833
4747,13,3267826
4748,14,1029764
4749,15,1029315
4750,16,4296015
4751,17,4296867
4752,1,4321107
4753,2,1020261
4754,3,3283610
4755,4,1034622
4756,5,5341425
4757,6,4317403
4758,8,4321456
4759,9,4321888
4760,10,1020264
4761,11,1019809
4762,12,3283611
4763,13,3283616
4764,14,1034628
4765,15,1034187
4766,16,4316579
4767,17,4317457
4768,1,4341185
4769,2,1024981
4770,3,3299246
4771,4,1039456
4772,5,5365933
4773,6,4337769
4774,8,4341246
4775,9,4341676
4776,10,1024984
4777,11,1024529
4778,12,3299241
4779,13,3299240
4780,14,1039460
4781,15,1039013
4782,16,4336967
4783,17,4337827
4784,1,4361475
4785,2,1029801
4786,3,3314024
4787,4,1044082
4788,5,5391091
4789,6,4357297
4790,8,4361586
4791,9,4362016
4792,10,1029808
4793,11,1029353
4794,12,3314027
4795,13,3314022
4796,14,1044084
4797,15,1043637
4798,16,4356457
4799,17,4357307
4800,1,4381367
4801,2,1034561
4802,3,3329156
4803,4,1048802
4804,5,5415777
4805,6,4377235
4806,8,4381512
4807,9,4381952
4808,10,1034564
4809,11,1034109
4810,12,3329169
4811,13,3329162
4812,14,1048804
4813,15,1048357
4814,16,4376393
4815,17,4377247
4816,1,4401515
4817,2,1039409
4818,3,3345166
4819,4,1053712
4820,5,5440861
4821,6,4397985
4822,8,4401740
4823,9,4402174
4824,10,1039410
4825,11,1038957
4826,12,3345161
4827,13,3345180
4828,14,1053720
4829,15,1053263
4830,16,4397177
4831,17,4398043
4832,1,4421853
4833,2,1044219
4834,3,3360254
4835,4,1058466
4836,5,5465851
4837,6,4418047
4838,8,4421916
4839,9,4422350
4840,10,1044222
4841,11,1043767
4842,12,3360309
4843,13,3360292
4844,14,1058484
4845,15,1058041
4846,16,4417217
4847,17,4418101
4848,1,4442525
4849,2,1049129
4850,3,3375872
4851,4,1063336
4852,5,5491475
4853,6,4438483
4854,8,4442636
4855,9,4443052
4856,10,1049132
4857,11,1048679
4858,12,3375877
4859,13,3375878
4860,14,1063336
4861,15,1062889
4862,16,4437625
4863,17,4438489
4864,1,4462703
4865,2,1054025
4866,3,3391592
4867,4,1068230
4868,5,5516869
4869,6,4459119
4870,8,4463120
4871,9,4463564
4872,10,1054028
4873,11,1053577
4874,12,3391603
4875,13,3391600
4876,14,1068244
4877,15,1067785
4878,16,4458273
4879,17,4459157
4880,1,4483137
4881,2,1058799
4882,3,3406996
4883,4,1073002
4884,5,5541763
4885,6,4479265
4886,8,4483248
4887,9,4483680
4888,10,1058802
4889,11,1058349
4890,12,3407007
4891,13,3406992
4892,14,1073008
4893,15,1072561
4894,16,4478421
4895,17,4479303
4896,1,4503769
4897,2,1063721
4898,3,3422720
4899,4,1077896
4900,5,5567357
4901,6,4499879
4902,8,4503908
4903,9,4504326
4904,10,1063722
4905,11,1063269
4906,12,3422719
4907,13,3422712
4908,14,1077892
4909,15,1077449
4910,16,4499047
4911,17,4499893
4912,1,4524019
4913,2,1068609
4914,3,3438408
4915,4,1082736
4916,5,5592689
4917,6,4520389
4918,8,4524364
4919,9,4524802
4920,10,1068606
4921,11,1068153
4922,12,3438405
4923,13,3438408
4924,14,1082738
4925,15,1082297
4926,16,4519557
4927,17,4520405
4928,1,4544133
4929,2,1073341
4930,3,3454122
4931,4,1087614
4932,5,5617243
4933,6,4541015
4934,8,4544158
4935,9,4544594
4936,10,1073344
4937,11,1072895
4938,12,3454123
4939,13,3454134
4940,14,1087632
4941,15,1087183
4942,16,4540189
4943,17,4541045
4944,1,4564375
4945,2,1078181
4946,3,3469364
4947,4,1092354
4948,5,5642409
4949,6,4560977
4950,8,4564510
4951,9,4564946
4952,10,1078184
4953,11,1077735
4954,12,3469373
4955,13,3469398
4956,14,1092350
4957,15,1091907
4958,16,4560173
4959,17,4561001
4960,1,4585121
4961,2,1083149
4962,3,3485064
4963,4,1097226
4964,5,5668191
4965,6,4581503
4966,8,4585334
4967,9,4585774
4968,10,1083148
4969,11,1082695
4970,12,3485069
4971,13,3485066
4972,14,1097230
4973,15,1096783
4974,16,4580655
4975,17,4581519
4976,1,4605137
4977,2,1087885
4978,3,3500618
4979,4,1102074
4980,5,5692799
4981,6,4601959
4982,8,4605186
4983,9,4605618
4984,10,1087888
4985,11,1087439
4986,12,3500613
4987,13,3500616
4988,14,1102080
4989,15,1101633
4990,16,4601127
4991,17,4601989
4992,1,4625467
4993,2,1092733
4994,3,3516326
4995,4,1106926
4996,5,5717943
4997,6,4622411
4998,8,4625512
4999,9,4625930
5000,10,1092736
5001,11,1092281
5002,12,3516321
5003,13,3516338
5004,14,1106926
5005,15,1106475
5006,16,4621551
5007,17,4622481
5008,1,4645941
5009,2,1097615
5010,3,3531442
5011,4,1111660
5012,5,5743469
5013,6,4642389
5014,8,4646096
5015,9,4646508
5016,10,1097620
5017,11,1097169
5018,12,3531443
5019,13,3531442
5020,14,1111662
5021,15,1111219
5022,16,4641541
5023,17,4642401
5024,1,4666313
5025,2,1102541
5026,3,3547198
5027,4,1116576
5028,5,5768943
5029,6,4663051
5030,8,4666710
5031,9,4667128
5032,10,1102544
5033,11,1102091
5034,12,3547207
5035,13,3547216
5036,14,1116578
5037,15,1116133
5038,16,4662195
5039,17,4663065
5040,1,4686687
5041,2,1107357
5042,3,3562990
5043,4,1121442
5044,5,5793889
5045,6,4683643
5046,8,4686790
5047,9,4687226
5048,10,1107360
5049,11,1106909
5050,12,3562989
5051,13,3563018
5052,14,1121448
5053,15,1121001
5054,16,4682817
5055,17,4683673
5056,1,4706945
5057,2,1112177
5058,3,3578600
5059,4,1126222
5060,5,5819049
5061,6,4703761
5062,8,4707146
5063,9,4707580
5064,10,1112178
5065,11,1111727
5066,12,3578601
5067,13,3578636
5068,14,1126236
5069,15,1125787
5070,16,4702947
5071,17,4703821
5072,1,4727423
5073,2,1117095
5074,3,3593952
5075,4,1131088
5076,5,5844601
5077,6,4724241
5078,8,4727772
5079,9,4728212
5080,10,1117100
5081,11,1116645
5082,12,3593947
5083,13,3593948
5084,14,1131090
5085,15,1130641
5086,16,4723389
5087,17,4724253
5088,1,4747889
5089,2,1121891
5090,3,3610114
5091,4,1136096
5092,5,5869541
5093,6,4745353
5094,8,4747928
5095,9,4748356
5096,10,1121892
5097,11,1121439
5098,12,3610109
5099,13,3610110
5100,14,1136102
5101,15,1135655
5102,16,4744545
5103,17,4745413
5104,1,4768069
5105,2,1126743
5106,3,3625636
5107,4,1140934
5108,5,5894711
5109,6,4765789
5110,8,4768252
5111,9,4768694
5112,10,1126750
5113,11,1126293
5114,12,3625643
5115,13,3625628
5116,14,1140940
5117,15,1140491
5118,16,4764929
5119,17,4765823
5120,1,4788681
5121,2,1131627
5122,3,3640534
5123,4,1145586
5124,5,5920195
5125,6,4785387
5126,8,4788874
5127,9,4789304
5128,10,1131632
5129,11,1131179
5130,12,3640547
5131,13,3640544
5132,14,1145590
5133,15,1145147
5134,16,4784563
5135,17,4785425
5136,1,4808901
5137,2,1136423
5138,3,3656434
5139,4,1150528
5140,5,5945055
5141,6,4806247
5142,8,4808906
5143,9,4809332
5144,10,1136426
5145,11,1135971
5146,12,3656475
5147,13,3656446
5148,14,1150542
5149,15,1150093
5150,16,4805425
5151,17,4806259
5152,1,4829445
5153,2,1141333
5154,3,3672292
5155,4,1155410
5156,5,5970593
5157,6,4826861
5158,8,4829524
5159,9,4829968
5160,10,1141336
5161,11,1140883
5162,12,3672345
5163,13,3672342
5164,14,1155416
5165,15,1154963
5166,16,4826019
5167,17,4826889
5168,1,4849649
5169,2,1146195
5170,3,3687366
5171,4,1160090
5172,5,5995809
5173,6,4846639
5174,8,4849912
5175,9,4850340
5176,10,1146198
5177,11,1145743
5178,12,3687367
5179,13,3687364
5180,14,1160090
5181,15,1159643
5182,16,4845771
5183,17,4846635
5184,1,4870131
5185,2,1151089
5186,3,3703076
5187,4,1165022
5188,5,6021257
5189,6,4867373
5190,8,4870442
5191,9,4870880
5192,10,1151094
5193,11,1150641
5194,12,3703085
5195,13,3703096
5196,14,1165026
5197,15,1164577
5198,16,4866559
5199,17,4867427
5200,1,4890581
5201,2,1155913
5202,3,3719038
5203,4,1169954
5204,5,6046303
5205,6,4888187
5206,8,4890668
5207,9,4891104
5208,10,1155918
5209,11,1155457
5210,12,3719039
5211,13,3719050
5212,14,1169958
5213,15,1169515
5214,16,4887349
5215,17,4888229
5216,1,4910721
5217,2,1160731
5218,3,3734544
5219,4,1174738
5220,5,6071369
5221,6,4908429
5222,8,4910932
5223,9,4911366
5224,10,1160734
5225,11,1160275
5226,12,3734541
5227,13,3734536
5228,14,1174754
5229,15,1174305
5230,16,4907573
5231,17,4908447
5232,1,4930761
5233,2,1165515
5234,3,3749236
5235,4,1179360
5236,5,6096245
5237,6,4927863
5238,8,4931010
5239,9,4931440
5240,10,1165518
5241,11,1165065
5242,12,3749243
5243,13,3749240
5244,14,1179362
5245,15,1178915
5246,16,4927017
5247,17,4927879
5248,1,4950835
5249,2,1170239
5250,3,3764804
5251,4,1184154
5252,5,6120841
5253,6,4948259
5254,8,4950876
5255,9,4951298
5256,10,1170240
5257,11,1169795
5258,12,3764851
5259,13,3764790
5260,14,1184196
5261,15,1183747
5262,16,4947499
5263,17,4948399
5264,1,4971399
5265,2,1175175
5266,3,3781012
5267,4,1189098
5268,5,6146437
